pool,r2,r2_adj,horizon,run_type,split_type,target_variable
3000,0.0729981118828142,0.06312087480581219,10,all_features,train,cum_volume_500
3000,0.06528044473844552,0.05472772358231335,20,all_features,train,cum_volume_500
3000,0.06197777104269368,0.050631380961608755,30,all_features,train,cum_volume_500
3000,0.06696751560987438,0.05495937018036758,40,all_features,train,cum_volume_500
3000,0.05936918050640956,0.046466148912712654,50,all_features,train,cum_volume_500
3000,0.061521560530049646,0.04783636695507272,60,all_features,train,cum_volume_500
3000,0.07048218794906617,0.05617667380244125,70,all_features,train,cum_volume_500
3000,0.08070043384179706,0.06579171770461349,80,all_features,train,cum_volume_500
3000,0.08194904549933484,0.0663674891868081,90,all_features,train,cum_volume_500
3000,0.09010842267722405,0.0737951541588699,100,all_features,train,cum_volume_500
3000,0.12249200139747655,0.10602255624210263,110,all_features,train,cum_volume_500
3000,0.12314599792201368,0.10574974469231338,120,all_features,train,cum_volume_500
3000,0.12442219390217824,0.10619733790568497,130,all_features,train,cum_volume_500
3000,0.14759698136005053,0.128968113961266,140,all_features,train,cum_volume_500
3000,0.1797566722197844,0.16092112286671217,150,all_features,train,cum_volume_500
3000,0.18363941017395902,0.16390012130079049,160,all_features,train,cum_volume_500
3000,0.18286586740750027,0.16225347487363545,170,all_features,train,cum_volume_500
3000,0.1842963376099153,0.1627575172743395,180,all_features,train,cum_volume_500
3000,0.1795579482949762,0.1566254476853872,190,all_features,train,cum_volume_500
3000,0.23157576148344328,0.20904131732226267,200,all_features,train,cum_volume_500
3000,0.23719764006698912,0.2138635547667805,210,all_features,train,cum_volume_500
3000,0.23971867931904126,0.2154728057665733,220,all_features,train,cum_volume_500
3000,0.23876055508726807,0.2135976789917297,230,all_features,train,cum_volume_500
3000,0.23767725001623613,0.21135130260674231,240,all_features,train,cum_volume_500
3000,0.23826413344313088,0.21082133860392158,250,all_features,train,cum_volume_500
3000,0.24336585581953094,0.21495647509522287,260,all_features,train,cum_volume_500
3000,0.24833247460005312,0.21877817684685907,270,all_features,train,cum_volume_500
3000,0.25454120765562593,0.2240432561167629,280,all_features,train,cum_volume_500
3000,0.25090248494159073,0.21867319803636906,290,all_features,train,cum_volume_500
3000,0.25845821404646524,0.22524773195595155,300,all_features,train,cum_volume_500
3000,0.10501301031079682,0.09547689253109821,10,all_features,train,cum_volume_3000
3000,0.08811945235733556,0.07782457782545202,20,all_features,train,cum_volume_3000
3000,0.08755615272700316,0.07651916336319835,30,all_features,train,cum_volume_3000
3000,0.08646476839871006,0.07470755692968647,40,all_features,train,cum_volume_3000
3000,0.08975736116619322,0.07727118022579757,50,all_features,train,cum_volume_3000
3000,0.09029063706034897,0.07702495881216728,60,all_features,train,cum_volume_3000
3000,0.0962565493012236,0.08234770909259448,70,all_features,train,cum_volume_3000
3000,0.10087037743503216,0.0862887664233678,80,all_features,train,cum_volume_3000
3000,0.10131772289524091,0.08606489778021038,90,all_features,train,cum_volume_3000
3000,0.10681622214535613,0.09080249590686598,100,all_features,train,cum_volume_3000
3000,0.10764783589563051,0.09089977877545381,110,all_features,train,cum_volume_3000
3000,0.11048637259486524,0.09283896005305334,120,all_features,train,cum_volume_3000
3000,0.11519536259272092,0.09677837120839924,130,all_features,train,cum_volume_3000
3000,0.11019423585793428,0.09074793909853904,140,all_features,train,cum_volume_3000
3000,0.11316293215641457,0.09279816624639237,150,all_features,train,cum_volume_3000
3000,0.1071721008392353,0.08558386148128934,160,all_features,train,cum_volume_3000
3000,0.10458574075815275,0.08199871439889898,170,all_features,train,cum_volume_3000
3000,0.10549560954886192,0.08187611766961038,180,all_features,train,cum_volume_3000
3000,0.1115382413288892,0.086704413259498,190,all_features,train,cum_volume_3000
3000,0.11300077604672117,0.0869890708217346,200,all_features,train,cum_volume_3000
3000,0.11167485609138836,0.08450103522892542,210,all_features,train,cum_volume_3000
3000,0.10372397142476111,0.07514113680049381,220,all_features,train,cum_volume_3000
3000,0.1043607305603276,0.074755146597368,230,all_features,train,cum_volume_3000
3000,0.11042956423957122,0.07970929879554292,240,all_features,train,cum_volume_3000
3000,0.10600468133428927,0.07379694582259985,250,all_features,train,cum_volume_3000
3000,0.10824141668075,0.07475866764615562,260,all_features,train,cum_volume_3000
3000,0.1102470922240208,0.07526340461203843,270,all_features,train,cum_volume_3000
3000,0.11360815160016338,0.07734432231914232,280,all_features,train,cum_volume_3000
3000,0.11502295214824569,0.07694771011922315,290,all_features,train,cum_volume_3000
3000,0.1079731237273869,0.06802289568659829,300,all_features,train,cum_volume_3000
3000,0.07852409320673648,0.06870573628135415,10,all_features,train,cum_volume_base
3000,0.06577630469732562,0.05522918286248146,20,all_features,train,cum_volume_base
3000,0.06522315857803258,0.05391602471850443,30,all_features,train,cum_volume_base
3000,0.07283428088684751,0.06090164001246634,40,all_features,train,cum_volume_base
3000,0.0662122714257388,0.05340310893379265,50,all_features,train,cum_volume_base
3000,0.0705387443420676,0.05698504157933877,60,all_features,train,cum_volume_base
3000,0.07396825510657375,0.05971639241491959,70,all_features,train,cum_volume_base
3000,0.082091707785321,0.06720555379170438,80,all_features,train,cum_volume_base
3000,0.08163620816662172,0.06604934134214202,90,all_features,train,cum_volume_base
3000,0.08942855925678166,0.07310309712906889,100,all_features,train,cum_volume_base
3000,0.12442603109634157,0.10799287186160215,110,all_features,train,cum_volume_base
3000,0.12402945497235726,0.10665072899637187,120,all_features,train,cum_volume_base
3000,0.13066355284606995,0.11256863888587047,130,all_features,train,cum_volume_base
3000,0.13679988350997146,0.11793505510880053,140,all_features,train,cum_volume_base
3000,0.16452816598910464,0.1453429188439665,150,all_features,train,cum_volume_base
3000,0.1936847085875735,0.17418831121317976,160,all_features,train,cum_volume_base
3000,0.19487771429508083,0.17456832330432615,170,all_features,train,cum_volume_base
3000,0.1976505451173973,0.1764644127206197,180,all_features,train,cum_volume_base
3000,0.19285563179627008,0.17029473790044086,190,all_features,train,cum_volume_base
3000,0.20266429790371204,0.17928200064762173,200,all_features,train,cum_volume_base
3000,0.20979241757090666,0.1856200079117502,210,all_features,train,cum_volume_base
3000,0.2114832950013911,0.1863369763909571,220,all_features,train,cum_volume_base
3000,0.2116801877394948,0.18562214886732856,230,all_features,train,cum_volume_base
3000,0.21141437802323243,0.18418148085989977,240,all_features,train,cum_volume_base
3000,0.2118949810941892,0.18350217806087327,250,all_features,train,cum_volume_base
3000,0.216877611816198,0.18747365251008583,260,all_features,train,cum_volume_base
3000,0.2217381591280041,0.19113822494315919,270,all_features,train,cum_volume_base
3000,0.22589307108283901,0.1942231369335988,280,all_features,train,cum_volume_base
3000,0.22260403851163799,0.18915723070524654,290,all_features,train,cum_volume_base
3000,0.2314289330816683,0.19700791453970928,300,all_features,train,cum_volume_base
3000,0.05114849961240624,0.009339817610344237,10,all_features,test,cum_volume_500
3000,0.045606235714021226,0.0009585188381537657,20,all_features,test,cum_volume_500
3000,0.0380688420032439,-0.010269463636301079,30,all_features,test,cum_volume_500
3000,0.040839981638839465,-0.010570261475693444,40,all_features,test,cum_volume_500
3000,0.03721688261188547,-0.01793460115130783,50,all_features,test,cum_volume_500
3000,0.029016196697383888,-0.030276832162956558,60,all_features,test,cum_volume_500
3000,0.035271356988435865,-0.027064955329234343,70,all_features,test,cum_volume_500
3000,0.04847282468501013,-0.016488235187770917,80,all_features,test,cum_volume_500
3000,0.06274941473811961,-0.00437866623873695,90,all_features,test,cum_volume_500
3000,0.07292949564187623,0.0025685269227713413,100,all_features,test,cum_volume_500
3000,0.08853935470355445,0.015927160135356687,110,all_features,test,cum_volume_500
3000,0.08296986615861852,0.005474361890332657,120,all_features,test,cum_volume_500
3000,0.12214238500506173,0.04406314954150161,130,all_features,test,cum_volume_500
3000,0.1252188860674763,0.043244914654436875,140,all_features,test,cum_volume_500
3000,0.14498126334738135,0.06048529407818133,150,all_features,test,cum_volume_500
3000,0.1416366928406593,0.051956944331474374,160,all_features,test,cum_volume_500
3000,-0.13015530126605268,-0.2537660373420272,170,all_features,test,cum_volume_500
3000,0.1512766908656606,0.053721701718749036,180,all_features,test,cum_volume_500
3000,0.0975520802462213,-0.012823257850090131,190,all_features,test,cum_volume_500
3000,0.03246548219128949,-0.0922553483843295,200,all_features,test,cum_volume_500
3000,0.0477616843093948,-0.08083641620187662,210,all_features,test,cum_volume_500
3000,0.08334504803118972,-0.046282924974500664,220,all_features,test,cum_volume_500
3000,0.10647669284287749,-0.02498644258909093,230,all_features,test,cum_volume_500
3000,0.010022126396475418,-0.14294030832191745,240,all_features,test,cum_volume_500
3000,0.16692442731770213,0.03194153656839118,250,all_features,test,cum_volume_500
3000,0.09859689698292676,-0.054410776380603675,260,all_features,test,cum_volume_500
3000,0.009090016927653233,-0.168238017717904,270,all_features,test,cum_volume_500
3000,-0.20554536605047513,-0.4312319404012114,280,all_features,test,cum_volume_500
3000,-0.21061789424646013,-0.45062484106146455,290,all_features,test,cum_volume_500
3000,0.1464112447427972,-0.03090488929364159,300,all_features,test,cum_volume_500
3000,0.08303868286683855,0.042635094547699225,10,all_features,test,cum_volume_3000
3000,0.06754283302842598,0.02392132491401051,20,all_features,test,cum_volume_3000
3000,0.05759209073129501,0.01023504439752232,30,all_features,test,cum_volume_3000
3000,0.06285303578540487,0.01262302903072443,40,all_features,test,cum_volume_3000
3000,0.059559561584434983,0.005688271778545717,50,all_features,test,cum_volume_3000
3000,0.05504089708970543,-0.002662587681779116,60,all_features,test,cum_volume_3000
3000,0.0732267732591109,0.013342964762007404,70,all_features,test,cum_volume_3000
3000,0.04486131672149796,-0.02034739745548919,80,all_features,test,cum_volume_3000
3000,0.07121738638108202,0.004695017899866105,90,all_features,test,cum_volume_3000
3000,0.06840034754654711,-0.0023044564704371774,100,all_features,test,cum_volume_3000
3000,0.0800006944630675,0.0067074422962539295,110,all_features,test,cum_volume_3000
3000,0.07143904498028197,-0.007030894880539362,120,all_features,test,cum_volume_3000
3000,0.07584734389195287,-0.006352184850074316,130,all_features,test,cum_volume_3000
3000,0.07023454043170436,-0.016894235011611358,140,all_features,test,cum_volume_3000
3000,0.06875179182010571,-0.023277442870613285,150,all_features,test,cum_volume_3000
3000,0.029272777047644173,-0.07214648505185584,160,all_features,test,cum_volume_3000
3000,-0.08491499502989552,-0.20357757261129036,170,all_features,test,cum_volume_3000
3000,0.052872881231881566,-0.05599087808297214,180,all_features,test,cum_volume_3000
3000,-0.020116461478292224,-0.1448881689829661,190,all_features,test,cum_volume_3000
3000,-0.0368460267043325,-0.17051761357087333,200,all_features,test,cum_volume_3000
3000,-0.022157514622357134,-0.16019807929804522,210,all_features,test,cum_volume_3000
3000,0.023788102348825023,-0.11426206499578559,220,all_features,test,cum_volume_3000
3000,-0.13373131371657343,-0.3005217242795376,230,all_features,test,cum_volume_3000
3000,0.01681238473394231,-0.1351145835074467,240,all_features,test,cum_volume_3000
3000,0.01919545313263271,-0.1397257428564211,250,all_features,test,cum_volume_3000
3000,-0.005509854909112999,-0.17618906833705675,260,all_features,test,cum_volume_3000
3000,-0.06978298482948324,-0.2611798171409835,270,all_features,test,cum_volume_3000
3000,-0.1563887581366547,-0.3727763796144673,280,all_features,test,cum_volume_3000
3000,-0.2150224635933809,-0.45592358992496146,290,all_features,test,cum_volume_3000
3000,-0.3338249767130027,-0.6109777232171194,300,all_features,test,cum_volume_3000
3000,0.05711843661701621,0.015572860807311661,10,all_features,test,cum_volume_base
3000,0.047594379861358574,0.0030397381316814797,20,all_features,test,cum_volume_base
3000,0.04281460218804021,-0.005285256373755365,30,all_features,test,cum_volume_base
3000,0.046410679631670074,-0.004701143073909763,40,all_features,test,cum_volume_base
3000,0.04722189574147102,-0.007356495038011235,50,all_features,test,cum_volume_base
3000,0.039812096122765,-0.018821669256910045,60,all_features,test,cum_volume_base
3000,0.04136848317933077,-0.02057386098446621,70,all_features,test,cum_volume_base
3000,0.04742191969774492,-0.017611148763192253,80,all_features,test,cum_volume_base
3000,0.05926776376758636,-0.008109544711885786,90,all_features,test,cum_volume_base
3000,0.07099726592172935,0.0004896148336706041,100,all_features,test,cum_volume_base
3000,0.09014962719314965,0.017665066676460773,110,all_features,test,cum_volume_base
3000,0.07879978996416889,0.0009518848907182909,120,all_features,test,cum_volume_base
3000,0.1270090786910309,0.049362875377386574,130,all_features,test,cum_volume_base
3000,0.11161808424471549,0.028370419744356123,140,all_features,test,cum_volume_base
3000,0.1236418802910253,0.037037077872726566,150,all_features,test,cum_volume_base
3000,0.1514200970580601,0.06276249525815585,160,all_features,test,cum_volume_base
3000,-0.018919932594930543,-0.13036430022250106,170,all_features,test,cum_volume_base
3000,0.14013086456706497,0.0412953284823286,180,all_features,test,cum_volume_base
3000,0.10328436854861525,-0.006389712101200895,190,all_features,test,cum_volume_base
3000,-0.01127219363229912,-0.14163714875500286,200,all_features,test,cum_volume_base
3000,-0.021568264596120733,-0.15952925209784766,210,all_features,test,cum_volume_base
3000,0.039520416045914206,-0.09630497966476466,220,all_features,test,cum_volume_base
3000,0.04060638774922611,-0.10054045017622752,230,all_features,test,cum_volume_base
3000,-0.007801699990463873,-0.16351957016738125,240,all_features,test,cum_volume_base
3000,0.11645461799781606,-0.026710312721626318,250,all_features,test,cum_volume_base
3000,0.06184301528989851,-0.0974046339266567,260,all_features,test,cum_volume_base
3000,0.012213002304584553,-0.16452788287832965,270,all_features,test,cum_volume_base
3000,-0.29431762643830395,-0.5366475258843252,280,all_features,test,cum_volume_base
3000,-0.15279838985299968,-0.38135853948663817,290,all_features,test,cum_volume_base
3000,0.028325519137030585,-0.17353627328557933,300,all_features,test,cum_volume_base
3000,0.051733265119617886,0.04550380869187374,10,reduced_multicollinearity,train,cum_volume_500
3000,0.04846910119328514,0.04184744991746418,20,reduced_multicollinearity,train,cum_volume_500
3000,0.04811758067998673,0.041022535359456457,30,reduced_multicollinearity,train,cum_volume_500
3000,0.053993325160986316,0.04649311768262874,40,reduced_multicollinearity,train,cum_volume_500
3000,0.053845819462203216,0.045853093083108074,50,reduced_multicollinearity,train,cum_volume_500
3000,0.06106465800186485,0.052635571960391904,60,reduced_multicollinearity,train,cum_volume_500
3000,0.06864479034893878,0.05982321094969376,70,reduced_multicollinearity,train,cum_volume_500
3000,0.07461954092173277,0.06538632938096553,80,reduced_multicollinearity,train,cum_volume_500
3000,0.07812139892480877,0.06849767839187468,90,reduced_multicollinearity,train,cum_volume_500
3000,0.08881654751868637,0.07877212521012263,100,reduced_multicollinearity,train,cum_volume_500
3000,0.11960681696446755,0.1094505353169565,110,reduced_multicollinearity,train,cum_volume_500
3000,0.12455804511362496,0.11388692892654298,120,reduced_multicollinearity,train,cum_volume_500
3000,0.12907054248142885,0.11793668579758862,130,reduced_multicollinearity,train,cum_volume_500
3000,0.1649823706763401,0.15377868927187943,140,reduced_multicollinearity,train,cum_volume_500
3000,0.2040777683954745,0.192861520145221,150,reduced_multicollinearity,train,cum_volume_500
3000,0.202809215002074,0.19098550683895582,160,reduced_multicollinearity,train,cum_volume_500
3000,0.20057677355563905,0.18821210735245447,170,reduced_multicollinearity,train,cum_volume_500
3000,0.2014747208930771,0.1885519395702288,180,reduced_multicollinearity,train,cum_volume_500
3000,0.19499208222679812,0.18120960757337498,190,reduced_multicollinearity,train,cum_volume_500
3000,0.25729322566411855,0.24395918446469328,200,reduced_multicollinearity,train,cum_volume_500
3000,0.26110566974361504,0.2472746743608461,210,reduced_multicollinearity,train,cum_volume_500
3000,0.2651621815679982,0.2508292608784017,220,reduced_multicollinearity,train,cum_volume_500
3000,0.25931895408400385,0.24435113170506764,230,reduced_multicollinearity,train,cum_volume_500
3000,0.2622495790502358,0.24668269552024613,240,reduced_multicollinearity,train,cum_volume_500
3000,0.2619365420190707,0.24569891719679085,250,reduced_multicollinearity,train,cum_volume_500
3000,0.26505076768508884,0.24820892687757565,260,reduced_multicollinearity,train,cum_volume_500
3000,0.2707790275179486,0.2532916638717525,270,reduced_multicollinearity,train,cum_volume_500
3000,0.27232282101336225,0.2541762026043604,280,reduced_multicollinearity,train,cum_volume_500
3000,0.2694435640396235,0.2502995794604905,290,reduced_multicollinearity,train,cum_volume_500
3000,0.2745468525080982,0.2547714639440642,300,reduced_multicollinearity,train,cum_volume_500
3000,0.08138448941976684,0.07534982136046972,10,reduced_multicollinearity,train,cum_volume_3000
3000,0.06741107666700166,0.06092124366783678,20,reduced_multicollinearity,train,cum_volume_3000
3000,0.06517539197794724,0.058207490868391124,30,reduced_multicollinearity,train,cum_volume_3000
3000,0.06359469945510998,0.056170616809571805,40,reduced_multicollinearity,train,cum_volume_3000
3000,0.06722465924200112,0.059344955907699726,50,reduced_multicollinearity,train,cum_volume_3000
3000,0.06761891200235368,0.059248661653609425,60,reduced_multicollinearity,train,cum_volume_3000
3000,0.06780550835660075,0.0589759794740039,70,reduced_multicollinearity,train,cum_volume_3000
3000,0.07231916565096652,0.06306300385034636,80,reduced_multicollinearity,train,cum_volume_3000
3000,0.06948580031000422,0.059771930222648414,90,reduced_multicollinearity,train,cum_volume_3000
3000,0.074496829099473,0.06429454789567324,100,reduced_multicollinearity,train,cum_volume_3000
3000,0.07719877467673467,0.0665532716284217,110,reduced_multicollinearity,train,cum_volume_3000
3000,0.0814695656498289,0.07027322655320231,120,reduced_multicollinearity,train,cum_volume_3000
3000,0.0875933236447379,0.0759291554489639,130,reduced_multicollinearity,train,cum_volume_3000
3000,0.08362913294208525,0.07133391999725738,140,reduced_multicollinearity,train,cum_volume_3000
3000,0.0852924577245567,0.07240227013693526,150,reduced_multicollinearity,train,cum_volume_3000
3000,0.08514160600001688,0.0715726851534683,160,reduced_multicollinearity,train,cum_volume_3000
3000,0.08481157711880456,0.07065637248173666,170,reduced_multicollinearity,train,cum_volume_3000
3000,0.08375532174429541,0.06892751510445987,180,reduced_multicollinearity,train,cum_volume_3000
3000,0.09411347726771697,0.07860378542749798,190,reduced_multicollinearity,train,cum_volume_3000
3000,0.09189030673486256,0.07558672267715424,200,reduced_multicollinearity,train,cum_volume_3000
3000,0.08680155468202082,0.06970784728226018,210,reduced_multicollinearity,train,cum_volume_3000
3000,0.07892271493841119,0.060957216505101816,220,reduced_multicollinearity,train,cum_volume_3000
3000,0.07849300488554864,0.059870891307136145,230,reduced_multicollinearity,train,cum_volume_3000
3000,0.08211107468102677,0.06274317868671372,240,reduced_multicollinearity,train,cum_volume_3000
3000,0.08523530116179363,0.06511014865929521,250,reduced_multicollinearity,train,cum_volume_3000
3000,0.08500454353911144,0.06403692920217645,260,reduced_multicollinearity,train,cum_volume_3000
3000,0.08694121300628391,0.06504537174376719,270,reduced_multicollinearity,train,cum_volume_3000
3000,0.08797588696333765,0.06523218230134911,280,reduced_multicollinearity,train,cum_volume_3000
3000,0.0878269968576328,0.06392407626935928,290,reduced_multicollinearity,train,cum_volume_3000
3000,0.08503384689790891,0.060092355999168776,300,reduced_multicollinearity,train,cum_volume_3000
3000,0.058983340840034114,0.05280151281226313,10,reduced_multicollinearity,train,cum_volume_base
3000,0.050258198405961706,0.043648998615134424,20,reduced_multicollinearity,train,cum_volume_base
3000,0.055086413143180676,0.04804331112188034,30,reduced_multicollinearity,train,cum_volume_base
3000,0.05995345263641476,0.052500497901965315,40,reduced_multicollinearity,train,cum_volume_base
3000,0.06142876990273747,0.053500102209255676,50,reduced_multicollinearity,train,cum_volume_base
3000,0.06996088732927346,0.0616116643371206,60,reduced_multicollinearity,train,cum_volume_base
3000,0.0714867308179771,0.06269206961625302,70,reduced_multicollinearity,train,cum_volume_base
3000,0.07250209079213743,0.06324775222484243,80,reduced_multicollinearity,train,cum_volume_base
3000,0.07494676275563956,0.06528990065049227,90,reduced_multicollinearity,train,cum_volume_base
3000,0.08443761196515906,0.07434491470584606,100,reduced_multicollinearity,train,cum_volume_base
3000,0.11777215538905532,0.10759470049772579,110,reduced_multicollinearity,train,cum_volume_base
3000,0.12096031899568997,0.11024534866933641,120,reduced_multicollinearity,train,cum_volume_base
3000,0.13064297467250036,0.11952924133296979,130,reduced_multicollinearity,train,cum_volume_base
3000,0.1445086973398169,0.1330303220821091,140,reduced_multicollinearity,train,cum_volume_base
3000,0.17658950616593788,0.16498588945066114,150,reduced_multicollinearity,train,cum_volume_base
3000,0.20885709042154393,0.19712308263544015,160,reduced_multicollinearity,train,cum_volume_base
3000,0.20737515131359469,0.19511563550999772,170,reduced_multicollinearity,train,cum_volume_base
3000,0.21079043726334792,0.19801846951087002,180,reduced_multicollinearity,train,cum_volume_base
3000,0.20654421127048517,0.19295944181576666,190,reduced_multicollinearity,train,cum_volume_base
3000,0.21404267919861703,0.1999321429187353,200,reduced_multicollinearity,train,cum_volume_base
3000,0.21908622633105201,0.20446868989088457,210,reduced_multicollinearity,train,cum_volume_base
3000,0.22106116960352296,0.20586806413442432,220,reduced_multicollinearity,train,cum_volume_base
3000,0.2163785868030435,0.20054299859039898,230,reduced_multicollinearity,train,cum_volume_base
3000,0.2177941451015454,0.2012892302166664,240,reduced_multicollinearity,train,cum_volume_base
3000,0.2160503018880214,0.19880316435661094,250,reduced_multicollinearity,train,cum_volume_base
